kernel,c value,train precision,test precision
linear,1,0.9876968751088847,0.9872652535415328
linear,2,0.9876968751088847,0.9872652535415328
linear,3,0.9876968751088847,0.9872652535415328
linear,4,0,					0.9872652535415328
linear,5,0.9877193392741845,0.9872652535415328
linear,6,0.9877193392741845,0.9872652535415328
linear,7,0.1,				0.9872652535415328
linear,8,0.1,				0.9872652535415328
linear,9,0.1,                0.9872652535415328
linear,10,0.9877091215859742,0.9872652535415328     
